"DATE ","EXPIRY DATE ","OPTION TYPE ","STRIKE PRICE ","OPEN PRICE ","HIGH PRICE ","LOW PRICE ","CLOSE PRICE ","LAST PRICE ","SETTLE PRICE ","Volume ","VALUE ","PREMIUM VALUE ","OPEN INTEREST ","CHANGE IN OI "
"13-Oct-2023","28-Dec-2023","CE","2,600.00","24.00","24.00","20.05","21.00","21.00","21.00","750","19,66,262.50","16,262.50","3,250","500"
"12-Oct-2023","28-Dec-2023","CE","2,600.00","30.00","30.00","21.80","27.50","27.50","27.50","1,750","45,95,775.00","45,775.00","2,750","1,500"
"11-Oct-2023","28-Dec-2023","CE","2,600.00","32.60","32.60","20.00","20.00","20.00","15.90","1,500","39,45,287.50","45,287.50","1,250","1,250"
"10-Oct-2023","28-Dec-2023","CE","2,600.00","-","-","-","47.05","-","11.10","-","-","-","-","-"
"09-Oct-2023","28-Dec-2023","CE","2,600.00","-","-","-","47.05","-","10.30","-","-","-","-","-"
"06-Oct-2023","28-Dec-2023","CE","2,600.00","-","-","-","47.05","-","13.70","-","-","-","-","-"
"05-Oct-2023","28-Dec-2023","CE","2,600.00","-","-","-","47.05","-","13.60","-","-","-","-","-"
"04-Oct-2023","28-Dec-2023","CE","2,600.00","-","-","-","47.05","-","14.05","-","-","-","-","-"
"03-Oct-2023","28-Dec-2023","CE","2,600.00","-","-","-","47.05","-","15.10","-","-","-","-","-"
"29-Sep-2023","28-Dec-2023","CE","2,600.00","-","-","-","47.05","-","49.15","-","-","-","-","-"
