"DATE ","EXPIRY DATE ","OPTION TYPE ","STRIKE PRICE ","OPEN PRICE ","HIGH PRICE ","LOW PRICE ","CLOSE PRICE ","LAST PRICE ","SETTLE PRICE ","Volume ","VALUE ","PREMIUM VALUE ","OPEN INTEREST ","CHANGE IN OI "
"08-Nov-2023","28-Dec-2023","PE","2,400.00","78.00","79.00","76.00","78.20","78.00","78.20","11,000","2,72,52,200.00","8,52,200.00","98,000","7,250"
"07-Nov-2023","28-Dec-2023","PE","2,400.00","79.00","83.50","78.00","82.25","82.50","82.25","5,250","1,30,26,037.50","4,26,037.50","90,750","4,000"
"06-Nov-2023","28-Dec-2023","PE","2,400.00","81.50","82.00","73.50","74.50","76.95","74.50","16,750","4,14,85,212.50","12,85,212.50","86,750","2,750"
"03-Nov-2023","28-Dec-2023","PE","2,400.00","77.30","90.05","77.30","90.05","90.05","90.05","21,250","5,27,89,900.00","17,89,900.00","84,000","15,000"
"02-Nov-2023","28-Dec-2023","PE","2,400.00","94.00","99.00","87.00","89.20","87.00","89.20","14,250","3,55,07,275.00","13,07,275.00","69,000","5,250"
"01-Nov-2023","28-Dec-2023","PE","2,400.00","110.60","110.60","95.00","106.05","108.00","106.05","16,500","4,12,88,625.00","16,88,625.00","63,750","14,250"
"31-Oct-2023","28-Dec-2023","PE","2,400.00","95.00","114.50","91.15","111.50","114.50","111.50","12,750","3,18,71,550.00","12,71,550.00","49,500","2,250"
"30-Oct-2023","28-Dec-2023","PE","2,400.00","120.00","120.00","91.00","98.05","98.50","98.05","26,750","6,68,16,737.50","26,16,737.50","47,250","-12,250"
"27-Oct-2023","28-Dec-2023","PE","2,400.00","144.95","149.00","133.00","138.15","139.00","138.15","12,750","3,24,36,775.00","18,36,775.00","59,500","-"
"26-Oct-2023","28-Dec-2023","PE","2,400.00","150.00","175.90","150.00","168.90","171.45","168.90","9,250","2,37,32,100.00","15,32,100.00","59,500","3,500"
"25-Oct-2023","28-Dec-2023","PE","2,400.00","131.55","154.10","128.00","144.00","144.00","144.00","8,000","2,03,19,475.00","11,19,475.00","56,000","4,500"
"23-Oct-2023","28-Dec-2023","PE","2,400.00","123.50","143.80","111.45","140.55","143.80","140.55","19,500","4,91,58,650.00","23,58,650.00","51,500","12,750"
"20-Oct-2023","28-Dec-2023","PE","2,400.00","104.95","117.95","104.95","117.95","117.95","117.95","12,250","3,07,67,712.50","13,67,712.50","38,750","10,500"
"19-Oct-2023","28-Dec-2023","PE","2,400.00","113.00","113.00","101.20","108.10","110.00","108.10","8,000","2,00,64,837.50","8,64,837.50","28,250","3,000"
"18-Oct-2023","28-Dec-2023","PE","2,400.00","79.50","99.00","70.05","97.70","99.00","97.70","16,500","4,10,08,400.00","14,08,400.00","25,250","11,500"
"17-Oct-2023","28-Dec-2023","PE","2,400.00","80.00","84.00","79.45","79.50","79.50","79.50","3,250","80,66,550.00","2,66,550.00","13,750","1,500"
"16-Oct-2023","28-Dec-2023","PE","2,400.00","80.00","88.00","80.00","82.00","82.00","82.00","2,250","55,82,637.50","1,82,637.50","12,250","1,750"
"13-Oct-2023","28-Dec-2023","PE","2,400.00","82.20","82.20","82.20","82.20","82.20","87.25","500","12,41,100.00","41,100.00","10,500","500"
"12-Oct-2023","28-Dec-2023","PE","2,400.00","90.00","90.00","83.00","83.05","83.05","83.05","6,000","1,49,14,000.00","5,14,000.00","10,000","6,000"
"11-Oct-2023","28-Dec-2023","PE","2,400.00","100.00","100.00","85.05","85.05","85.05","85.05","1,000","24,93,512.50","93,512.50","4,000","500"
"10-Oct-2023","28-Dec-2023","PE","2,400.00","108.00","108.00","108.00","108.00","108.00","111.15","250","6,27,000.00","27,000.00","3,500","250"
"09-Oct-2023","28-Dec-2023","PE","2,400.00","110.00","115.00","108.00","111.50","108.00","111.50","1,000","25,10,750.00","1,10,750.00","3,250","750"
"06-Oct-2023","28-Dec-2023","PE","2,400.00","102.00","102.00","100.00","100.00","100.00","106.65","1,250","31,27,000.00","1,27,000.00","2,500","1,250"
"05-Oct-2023","28-Dec-2023","PE","2,400.00","110.00","110.00","105.00","105.00","105.00","109.30","1,250","31,32,500.00","1,32,500.00","1,250","1,250"
"04-Oct-2023","28-Dec-2023","PE","2,400.00","-","-","-","134.85","-","109.65","-","-","-","-","-"
"03-Oct-2023","28-Dec-2023","PE","2,400.00","-","-","-","134.85","-","107.80","-","-","-","-","-"
"29-Sep-2023","28-Dec-2023","PE","2,400.00","-","-","-","134.85","-","128.70","-","-","-","-","-"
