"DATE ","EXPIRY DATE ","OPTION TYPE ","STRIKE PRICE ","OPEN PRICE ","HIGH PRICE ","LOW PRICE ","CLOSE PRICE ","LAST PRICE ","SETTLE PRICE ","Volume ","VALUE ","PREMIUM VALUE ","OPEN INTEREST ","CHANGE IN OI "
"08-Dec-2023","28-Dec-2023","PE","2,600.00","140.95","153.45","126.20","142.65","141.00","142.65","35,750","9,79,84,375.00","50,34,375.00","3,13,000","750"
"07-Dec-2023","28-Dec-2023","PE","2,600.00","140.00","152.25","138.30","138.90","138.30","138.90","32,250","8,85,18,687.50","46,68,687.50","3,12,250","8,750"
"06-Dec-2023","28-Dec-2023","PE","2,600.00","151.00","151.00","126.15","135.65","135.05","135.65","71,500","19,54,47,337.50","95,47,337.50","3,03,500","21,750"
"05-Dec-2023","28-Dec-2023","PE","2,600.00","166.50","166.50","156.00","158.30","158.60","158.30","36,500","10,07,17,450.00","58,17,450.00","2,81,750","22,250"
"04-Dec-2023","28-Dec-2023","PE","2,600.00","171.00","179.80","163.40","168.85","169.00","168.85","27,500","7,61,66,712.50","46,66,712.50","2,59,500","12,500"
"01-Dec-2023","28-Dec-2023","PE","2,600.00","185.05","200.00","185.05","194.60","192.90","194.60","18,000","5,03,33,662.50","35,33,662.50","2,47,000","11,750"
"30-Nov-2023","28-Dec-2023","PE","2,600.00","189.40","206.00","189.30","204.25","204.00","204.25","1,27,750","35,76,28,062.50","2,54,78,062.50","2,35,250","1,23,250"
"29-Nov-2023","28-Dec-2023","PE","2,600.00","185.50","185.50","170.25","181.10","181.00","181.10","77,750","21,60,46,350.00","1,38,96,350.00","1,12,000","39,750"
"28-Nov-2023","28-Dec-2023","PE","2,600.00","194.45","205.00","186.00","188.05","186.00","188.05","25,750","7,21,08,987.50","51,58,987.50","72,250","15,500"
"24-Nov-2023","28-Dec-2023","PE","2,600.00","184.05","191.00","184.05","190.00","190.00","190.00","8,500","2,36,99,437.50","15,99,437.50","56,750","6,500"
"23-Nov-2023","28-Dec-2023","PE","2,600.00","195.35","195.35","186.00","188.15","188.00","188.15","44,500","12,41,80,425.00","84,80,425.00","50,250","35,500"
"22-Nov-2023","28-Dec-2023","PE","2,600.00","194.45","210.00","190.35","195.95","195.80","195.95","7,000","1,95,77,650.00","13,77,650.00","14,750","5,250"
"21-Nov-2023","28-Dec-2023","PE","2,600.00","216.50","216.50","197.05","202.95","205.15","202.95","11,250","3,15,39,850.00","22,89,850.00","9,500","4,000"
"20-Nov-2023","28-Dec-2023","PE","2,600.00","229.00","239.40","229.00","231.00","231.00","231.00","3,750","1,06,36,175.00","8,86,175.00","5,500","1,000"
"17-Nov-2023","28-Dec-2023","PE","2,600.00","215.55","222.50","215.55","220.35","220.35","220.35","3,250","91,58,337.50","7,08,337.50","4,500","2,750"
"16-Nov-2023","28-Dec-2023","PE","2,600.00","215.00","216.20","215.00","216.00","216.00","216.00","1,000","28,15,550.00","2,15,550.00","1,750","250"
"15-Nov-2023","28-Dec-2023","PE","2,600.00","-","-","-","250.00","250.00","227.95","-","-","-","1,500","-"
"13-Nov-2023","28-Dec-2023","PE","2,600.00","-","-","-","250.00","250.00","266.65","-","-","-","1,500","-"
"12-Nov-2023","28-Dec-2023","PE","2,600.00","-","-","-","250.00","250.00","251.25","-","-","-","1,500","-"
"10-Nov-2023","28-Dec-2023","PE","2,600.00","-","-","-","250.00","250.00","265.65","-","-","-","1,500","-"
"09-Nov-2023","28-Dec-2023","PE","2,600.00","250.00","250.00","250.00","250.00","250.00","269.45","250","7,12,500.00","62,500.00","1,500","250"
"08-Nov-2023","28-Dec-2023","PE","2,600.00","256.55","256.55","242.60","242.60","242.60","245.45","500","14,24,787.50","1,24,787.50","1,250","250"
"07-Nov-2023","28-Dec-2023","PE","2,600.00","-","-","-","247.95","247.95","256.55","-","-","-","1,000","-"
"06-Nov-2023","28-Dec-2023","PE","2,600.00","247.95","247.95","247.95","247.95","247.95","247.95","250","7,11,987.50","61,987.50","1,000","250"
"03-Nov-2023","28-Dec-2023","PE","2,600.00","-","-","-","260.40","260.40","259.55","-","-","-","750","-"
"02-Nov-2023","28-Dec-2023","PE","2,600.00","260.40","260.40","260.40","260.40","260.40","258.80","250","7,15,100.00","65,100.00","750","-"
"01-Nov-2023","28-Dec-2023","PE","2,600.00","-","-","-","275.00","275.00","279.75","-","-","-","750","-"
"31-Oct-2023","28-Dec-2023","PE","2,600.00","268.00","275.00","268.00","275.00","275.00","288.45","500","14,35,750.00","1,35,750.00","750","500"
"30-Oct-2023","28-Dec-2023","PE","2,600.00","-","-","-","252.40","252.40","265.35","-","-","-","250","-"
"27-Oct-2023","28-Dec-2023","PE","2,600.00","-","-","-","252.40","252.40","308.10","-","-","-","250","-"
"26-Oct-2023","28-Dec-2023","PE","2,600.00","-","-","-","252.40","252.40","345.40","-","-","-","250","-"
"25-Oct-2023","28-Dec-2023","PE","2,600.00","-","-","-","252.40","252.40","314.80","-","-","-","250","-"
"23-Oct-2023","28-Dec-2023","PE","2,600.00","-","-","-","252.40","252.40","309.30","-","-","-","250","-"
"20-Oct-2023","28-Dec-2023","PE","2,600.00","-","-","-","252.40","252.40","275.05","-","-","-","250","-"
"19-Oct-2023","28-Dec-2023","PE","2,600.00","252.40","252.40","252.40","252.40","252.40","268.50","250","7,13,100.00","63,100.00","250","250"
"18-Oct-2023","28-Dec-2023","PE","2,600.00","-","-","-","266.90","-","252.40","-","-","-","-","-"
"17-Oct-2023","28-Dec-2023","PE","2,600.00","-","-","-","266.90","-","225.20","-","-","-","-","-"
"16-Oct-2023","28-Dec-2023","PE","2,600.00","-","-","-","266.90","-","234.75","-","-","-","-","-"
"13-Oct-2023","28-Dec-2023","PE","2,600.00","-","-","-","266.90","-","229.75","-","-","-","-","-"
"12-Oct-2023","28-Dec-2023","PE","2,600.00","-","-","-","266.90","-","230.00","-","-","-","-","-"
"11-Oct-2023","28-Dec-2023","PE","2,600.00","-","-","-","266.90","-","233.65","-","-","-","-","-"
"10-Oct-2023","28-Dec-2023","PE","2,600.00","-","-","-","266.90","-","265.00","-","-","-","-","-"
"09-Oct-2023","28-Dec-2023","PE","2,600.00","-","-","-","266.90","-","273.85","-","-","-","-","-"
"06-Oct-2023","28-Dec-2023","PE","2,600.00","-","-","-","266.90","-","256.10","-","-","-","-","-"
"05-Oct-2023","28-Dec-2023","PE","2,600.00","-","-","-","266.90","-","259.45","-","-","-","-","-"
"04-Oct-2023","28-Dec-2023","PE","2,600.00","-","-","-","266.90","-","259.35","-","-","-","-","-"
"03-Oct-2023","28-Dec-2023","PE","2,600.00","-","-","-","266.90","-","255.90","-","-","-","-","-"
"29-Sep-2023","28-Dec-2023","PE","2,600.00","-","-","-","266.90","-","258.50","-","-","-","-","-"
